day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;3200;PEARLS;10002;2;9995;24;;;10005;24;;;;;10003.5;50.0
0;3200;BANANAS;4891;24;;;;;4898;24;;;;;4894.5;35.6796875
0;3300;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;54.0
0;3300;BANANAS;4891;25;;;;;4897;1;4898;24;;;4894.0;38.984375
0;3400;PEARLS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;56.0
0;3400;BANANAS;4892;10;4891;29;;;4897;2;4898;27;;;4894.5;38.91015625
0;3500;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;56.0
0;3500;BANANAS;4894;4;4891;26;;;4896;10;4898;26;;;4895.0;38.90234375
0;3600;PEARLS;9995;27;;;;;10002;8;10005;27;;;9998.5;56.0
0;3600;BANANAS;4891;27;;;;;4896;8;4898;27;;;4893.5;39.86328125
0;3700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;56.0
0;3700;BANANAS;4893;4;4892;25;;;4898;25;;;;;4895.5;33.1640625
0;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;56.0
0;3800;BANANAS;4892;24;;;;;4899;24;;;;;4895.5;31.09765625
0;3900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;56.0
0;3900;BANANAS;4892;26;;;;;4898;26;;;;;4895.0;33.2265625
0;4000;PEARLS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;56.0
0;4000;BANANAS;4891;30;;;;;4898;31;;;;;4894.5;35.015625
0;4100;PEARLS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;58.0
0;4100;BANANAS;4892;24;;;;;4897;4;4899;24;;;4894.5;28.79296875
0;4200;PEARLS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;58.0
0;4200;BANANAS;4893;1;4892;28;;;4899;29;;;;;4896.0;26.87890625
0;4300;PEARLS;9995;26;;;;;10002;8;10005;26;;;9998.5;68.0
0;4300;BANANAS;4892;26;;;;;4897;8;4899;26;;;4894.5;27.56640625
0;4400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;68.0
0;4400;BANANAS;4892;28;;;;;4899;28;;;;;4895.5;26.9296875
0;4500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;68.0
0;4500;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;26.59765625
0;4600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;68.0
0;4600;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;27.28125
0;4700;PEARLS;9998;5;9995;26;;;10005;26;;;;;10001.5;68.0
0;4700;BANANAS;4893;5;4892;26;;;4899;26;;;;;4896.0;27.734375
0;4800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;68.0
0;4800;BANANAS;4898;1;4893;1;4892;22;4899;23;;;;;4898.5;26.37890625
0;4900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;68.0
0;4900;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;25.44921875
0;5000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;68.0
0;5000;BANANAS;4893;10;4892;30;;;4899;31;;;;;4896.0;39.19580078125
0;5100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;68.0
0;5100;BANANAS;4893;26;;;;;4899;26;;;;;4896.0;38.9765625
0;5200;PEARLS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;68.0
0;5200;BANANAS;4894;7;4893;25;;;4900;25;;;;;4897.0;38.58251953125
0;5300;BANANAS;4893;22;;;;;4900;22;;;;;4896.5;38.375
0;5300;PEARLS;9995;22;;;;;9998;12;10005;22;;;9996.5;68.0
0;5400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;37.4228515625
0;5400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;92.0
0;5500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;95.0
0;5500;BANANAS;4895;1;4894;28;;;4901;29;;;;;4898.0;73.703125
0;5600;PEARLS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;101.0
0;5600;BANANAS;4896;2;4895;25;;;4901;2;4902;23;;;4898.5;65.5625
0;5700;BANANAS;4899;4;4895;31;;;4901;31;;;;;4900.0;69.4921875
0;5700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;101.0
0;5800;BANANAS;4894;30;;;;;4897;2;4901;30;;;4895.5;75.0859375
0;5800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;101.0
0;5900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;101.0
0;5900;BANANAS;4895;23;;;;;4901;23;;;;;4898.0;69.25
0;6000;PEARLS;9995;30;;;;;10002;10;10005;30;;;9998.5;101.0
0;6000;BANANAS;4894;30;;;;;4899;10;4901;30;;;4896.5;71.625
0;6100;BANANAS;4895;1;4894;24;;;4901;25;;;;;4898.0;72.9453125
0;6100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;101.0
0;6200;BANANAS;4900;1;4895;4;4894;29;4901;30;;;;;4900.5;73.1328125
0;6200;PEARLS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;101.0
0;6300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;101.0
0;6300;BANANAS;4894;22;;;;;4897;3;4901;22;;;4895.5;80.046875
0;6400;PEARLS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;101.0
0;6400;BANANAS;4894;24;;;;;4897;2;4899;6;4901;24;4895.5;78.140625
0;6500;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;74.9453125
0;6500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;101.0
0;6600;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;78.5390625
0;6600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;101.0
0;6700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;101.0
0;6700;BANANAS;4894;31;;;;;4900;1;4901;30;;;4897.0;81.15625
0;6800;PEARLS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;104.0
0;6800;BANANAS;4893;30;;;;;4899;2;4900;29;;;4896.0;97.9140625
0;6900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;104.0
0;6900;BANANAS;4893;29;;;;;4900;29;;;;;4896.5;94.4765625
0;7000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;104.0
0;7000;BANANAS;4894;1;4893;30;;;4900;31;;;;;4897.0;89.0078125
0;7100;PEARLS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;104.0
0;7100;BANANAS;4893;31;;;;;4898;7;4900;31;;;4895.5;92.0859375
0;7200;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;114.0
0;7200;BANANAS;4893;23;;;;;4898;2;4899;1;4900;22;4895.5;97.9296875
0;7300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;135.0
0;7300;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;96.6171875
0;7400;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;135.0
0;7400;BANANAS;4894;22;;;;;4901;22;;;;;4897.5;83.3046875
0;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;137.0
0;7500;BANANAS;4894;29;;;;;4901;29;;;;;4897.5;75.4921875
0;7600;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;137.0
0;7600;BANANAS;4894;27;;;;;4901;27;;;;;4897.5;72.34375
0;7700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;139.0
0;7700;BANANAS;4894;26;;;;;4899;5;4901;26;;;4896.5;74.7109375
0;7800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;139.0
0;7800;BANANAS;4894;23;;;;;4901;23;;;;;4897.5;73.28125
0;7900;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;139.0
0;7900;BANANAS;4895;24;;;;;4900;7;4901;2;4902;22;4897.5;67.2890625
0;8000;PEARLS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;139.0
0;8000;BANANAS;4901;1;4896;30;;;4902;30;;;;;4901.5;51.5859375
0;8100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;139.0
0;8100;BANANAS;4896;25;;;;;4902;25;;;;;4899.0;50.96875
0;8200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;139.0
0;8200;BANANAS;4899;4;4896;27;;;4903;27;;;;;4901.0;40.4609375
0;8300;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;142.0
0;8300;BANANAS;4897;9;4896;28;;;4903;28;;;;;4900.0;37.3125
0;8400;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;142.0
0;8400;BANANAS;4898;5;4897;29;;;4904;29;;;;;4901.0;32.65625
0;8500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;142.0
0;8500;BANANAS;4901;3;4897;2;4896;25;4903;27;;;;;4902.0;38.0859375
0;8600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;142.0
0;8600;BANANAS;4896;29;;;;;4903;29;;;;;4899.5;46.8046875
0;8700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;142.0
0;8700;BANANAS;4901;1;4896;24;;;4903;24;;;;;4902.0;43.9921875
0;8800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;142.0
0;8800;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;48.984375
0;8900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;142.0
0;8900;BANANAS;4896;26;;;;;4903;26;;;;;4899.5;50.265625
0;9000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;142.0
0;9000;BANANAS;4895;23;;;;;4902;23;;;;;4898.5;55.3125
0;9100;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;142.0
0;9100;BANANAS;4896;22;;;;;4897;5;4903;22;;;4896.5;45.1484375
0;9200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;177.0
0;9200;BANANAS;4896;27;;;;;4903;27;;;;;4899.5;56.94921875
0;9300;PEARLS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;177.0
0;9300;BANANAS;4896;2;4895;29;;;4902;30;;;;;4899.0;63.5703125
0;9400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;199.0
0;9400;BANANAS;4895;30;;;;;4902;30;;;;;4898.5;66.98046875
0;9500;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;201.0
0;9500;BANANAS;4896;26;;;;;4902;2;4903;24;;;4899.0;60.4765625
0;9600;PEARLS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;203.0
0;9600;BANANAS;4896;21;;;;;4900;6;4902;21;;;4898.0;61.73046875
0;9700;BANANAS;4896;31;;;;;4902;1;4903;30;;;4899.0;59.9453125
0;9700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;203.0
0;9800;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;203.0
0;9800;BANANAS;4896;1;4895;26;;;4902;26;;;;;4899.0;65.671875
0;9900;BANANAS;4895;24;;;;;4896;9;4902;24;;;4895.5;64.703125
0;9900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;203.0
0;10000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;203.0
0;10000;BANANAS;4895;27;;;;;4902;27;;;;;4898.5;90.3095703125
0;10100;BANANAS;4895;21;;;;;4902;21;;;;;4898.5;90.037109375
0;10100;PEARLS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;203.0
0;10200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;211.0
0;10200;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;91.333984375
0;10300;BANANAS;4895;25;;;;;4901;1;4902;24;;;4898.0;91.21484375
0;10300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;211.0
0;10400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;214.0
0;10400;BANANAS;4895;25;;;;;4902;25;;;;;4898.5;90.591796875
0;10500;BANANAS;4895;26;;;;;4901;26;;;;;4898.0;91.927734375
0;10500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;214.0
0;10600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;214.0
0;10600;BANANAS;4895;20;;;;;4902;20;;;;;4898.5;90.90625
0;10700;BANANAS;4895;24;;;;;4902;24;;;;;4898.5;91.3583984375
0;10700;PEARLS;9995;24;;;;;9998;3;10005;24;;;9996.5;214.0
0;10800;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;220.0
0;10800;BANANAS;4895;23;;;;;4900;1;4902;23;;;4897.5;91.10546875
0;10900;BANANAS;4895;1;4894;22;;;4901;23;;;;;4898.0;92.712890625
0;10900;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;220.0
0;11000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;220.0
0;11000;BANANAS;4894;27;;;;;4895;9;4900;1;4901;26;4894.5;94.41796875
0;11100;BANANAS;4894;31;;;;;4899;1;4900;1;4901;30;4896.5;94.7158203125
0;11100;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;220.0
0;11200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;220.0
0;11200;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;93.564453125
0;11300;PEARLS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;220.0
0;11300;BANANAS;4894;27;;;;;4899;2;4900;2;4901;25;4896.5;94.783203125
0;11400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;220.0
0;11400;BANANAS;4894;30;;;;;4901;30;;;;;4897.5;94.35546875
0;11500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;220.0
0;11500;BANANAS;4894;1;4893;28;;;4900;29;;;;;4897.0;95.890625
0;11600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;220.0
0;11600;BANANAS;4893;2;4892;22;;;4899;24;;;;;4896.0;98.232421875
0;11700;PEARLS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;220.0
0;11700;BANANAS;4893;22;;;;;4899;2;4900;20;;;4896.0;97.42578125
0;11800;PEARLS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;220.0
0;11800;BANANAS;4894;10;4893;22;;;4900;22;;;;;4897.0;96.70703125
0;11900;PEARLS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;220.0
0;11900;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;96.4296875
0;12000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;222.0
0;12000;BANANAS;4893;28;;;;;4900;28;;;;;4896.5;96.544921875
0;12100;PEARLS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;222.0
0;12100;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;95.630859375
0;12200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;238.0
0;12200;BANANAS;4894;2;4893;23;;;4900;25;;;;;4897.0;95.7294921875
0;12300;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;238.0
0;12300;BANANAS;4893;25;;;;;4898;3;4900;25;;;4895.5;96.302734375
0;12400;PEARLS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;238.0
0;12400;BANANAS;4894;5;4893;29;;;4900;29;;;;;4897.0;97.1328125
0;12500;PEARLS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;240.0
0;12500;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;99.947265625
0;12600;PEARLS;10000;4;9995;26;;;10005;26;;;;;10002.5;240.0
0;12600;BANANAS;4892;26;;;;;4899;26;;;;;4895.5;100.1953125
0;12700;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;240.0
0;12700;BANANAS;4892;28;;;;;4897;1;4899;28;;;4894.5;99.615234375
0;12800;PEARLS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;242.0
0;12800;BANANAS;4892;30;;;;;4896;9;4898;30;;;4894.0;101.1787109375
0;12900;PEARLS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;242.0
0;12900;BANANAS;4892;23;;;;;4897;4;4898;2;4899;21;4894.5;100.70703125
0;13000;PEARLS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;242.0
0;13000;BANANAS;4892;32;;;;;4897;2;4899;32;;;4894.5;99.22265625
0;13100;PEARLS;9995;21;;;;;10000;2;10005;21;;;9997.5;242.0
0;13100;BANANAS;4892;21;;;;;4899;21;;;;;4895.5;99.59765625
0;13200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;242.0
0;13200;BANANAS;4897;1;4893;9;4892;31;4899;31;;;;;4898.0;99.775390625
0;13300;PEARLS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;242.0
0;13300;BANANAS;4893;1;4892;22;;;4899;23;;;;;4896.0;98.4189453125
0;13400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;246.0
0;13400;BANANAS;4893;26;;;;;4900;26;;;;;4896.5;96.5498046875
0;13500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;246.0
0;13500;BANANAS;4897;5;4893;25;;;4900;25;;;;;4898.5;96.529296875
0;13600;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;246.0
0;13600;BANANAS;4893;26;;;;;4898;6;4899;2;4900;24;4895.5;97.677734375
0;13700;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;246.0
0;13700;BANANAS;4897;2;4893;28;;;4899;28;;;;;4898.0;97.98046875
0;13800;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;248.0
0;13800;BANANAS;4894;1;4893;23;;;4900;23;;;;;4897.0;97.7744140625
0;13900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;248.0
0;13900;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;96.8076171875
0;14000;PEARLS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;248.0
0;14000;BANANAS;4894;30;;;;;4900;29;;;;;4897.0;95.134765625
0;14100;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;250.0
0;14100;BANANAS;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;95.556640625
0;14200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;250.0
0;14200;BANANAS;4893;21;;;;;4900;21;;;;;4896.5;95.345703125
0;14300;BANANAS;4898;2;4894;22;;;4900;22;;;;;4899.0;94.9384765625
0;14300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;250.0
0;14400;BANANAS;4894;22;;;;;4901;23;;;;;4897.5;93.6875
0;14400;PEARLS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;250.0
0;14500;PEARLS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;250.0
0;14500;BANANAS;4893;29;;;;;4898;10;4900;29;;;4895.5;99.4306640625
0;14600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;250.0
0;14600;BANANAS;4893;28;;;;;4894;11;4900;28;;;4893.5;99.45361328125
0;14700;BANANAS;4893;24;;;;;4900;24;;;;;4896.5;99.58740234375
0;14700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;250.0
0;14800;BANANAS;4894;1;4893;30;;;4896;4;4900;31;;;4895.0;99.228515625
0;14800;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;250.0
0;14900;PEARLS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;252.0
0;14900;BANANAS;4893;26;;;;;4898;1;4900;26;;;4895.5;99.5048828125
0;15000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;252.0
0;15000;BANANAS;4893;27;;;;;4894;1;4900;27;;;4893.5;99.33544921875
0;15100;BANANAS;4894;21;;;;;4900;1;4901;20;;;4897.0;102.0
0;15100;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;252.0
0;15200;BANANAS;4894;2;4893;21;;;4898;1;4900;23;;;4896.0;102.0
0;15200;PEARLS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;254.0
0;15300;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;254.0
0;15300;BANANAS;4893;24;;;;;4898;7;4900;24;;;4895.5;102.0
0;15400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;254.0
0;15400;BANANAS;4893;30;;;;;4899;30;;;;;4896.0;102.0
0;15500;BANANAS;4892;25;;;;;4899;25;;;;;4895.5;127.1171875
0;15500;PEARLS;9995;25;;;;;9998;11;10005;25;;;9996.5;254.0
0;15600;BANANAS;4892;23;;;;;4899;23;;;;;4895.5;133.171875
0;15600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;276.0
0;15700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;276.0
0;15700;BANANAS;4892;30;;;;;4899;30;;;;;4895.5;130.16015625
0;15800;PEARLS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;276.0
0;15800;BANANAS;4893;6;4892;28;;;4899;28;;;;;4896.0;131.4921875
0;15900;PEARLS;9996;1;9995;20;;;10002;8;10004;1;10005;20;9999.0;282.0
0;15900;BANANAS;4892;21;;;;;4897;8;4899;21;;;4894.5;130.18359375
